frame,time_sec,lane,vehicle_count,queue_length,density,count_change,category,congestion_ratio
2300,76.67,west,17,4,4.359,1,HIGH,0.2353
2305,76.83,west,15,2,3.7532,2,MEDIUM,0.1333
2310,77.0,west,15,6,3.4415,0,MEDIUM,0.4
2315,77.17,west,14,7,2.2841,1,MEDIUM,0.5
2320,77.33,west,13,7,2.4638,1,MEDIUM,0.5385
2325,77.5,west,16,8,2.8589,3,HIGH,0.5
2330,77.67,west,14,6,3.2611,2,MEDIUM,0.4286
2335,77.83,west,10,2,2.9685,4,MEDIUM,0.2
2340,78.0,west,13,6,3.2175,3,MEDIUM,0.4615
2345,78.17,west,13,6,3.2026,0,MEDIUM,0.4615
2350,78.33,west,11,4,3.4085,2,MEDIUM,0.3636
2355,78.5,west,12,4,3.4561,1,MEDIUM,0.3333
2360,78.67,west,12,4,4.1434,0,MEDIUM,0.3333
2365,78.83,west,13,5,3.8913,1,MEDIUM,0.3846
2370,79.0,west,14,8,4.8445,1,MEDIUM,0.5714
2375,79.17,west,13,2,3.9232,1,MEDIUM,0.1538
2380,79.33,west,14,4,3.9854,1,MEDIUM,0.2857
2385,79.5,west,12,4,3.5057,2,MEDIUM,0.3333
2390,79.67,west,12,2,3.7351,0,MEDIUM,0.1667
2395,79.83,west,11,2,3.9545,1,MEDIUM,0.1818
2400,80.0,west,11,2,4.3406,0,MEDIUM,0.1818
2405,80.17,west,13,4,5.2038,2,MEDIUM,0.3077
2410,80.33,west,13,4,4.7346,0,MEDIUM,0.3077
2415,80.5,west,13,7,6.0367,0,MEDIUM,0.5385
2420,80.67,west,12,4,6.0577,1,MEDIUM,0.3333
2425,80.83,west,11,2,3.4529,1,MEDIUM,0.1818
2430,81.0,west,12,2,3.6399,1,MEDIUM,0.1667
2435,81.17,west,13,2,3.8892,1,MEDIUM,0.1538
2440,81.33,west,14,3,3.0372,1,MEDIUM,0.2143
2445,81.5,west,15,5,3.287,1,MEDIUM,0.3333
2450,81.67,west,14,6,3.0314,1,MEDIUM,0.4286
2455,81.83,west,12,4,2.4411,2,MEDIUM,0.3333
2460,82.0,west,14,2,3.0201,2,MEDIUM,0.1429
2465,82.17,west,12,2,3.0285,2,MEDIUM,0.1667
2470,82.33,west,13,0,3.8931,1,MEDIUM,0.0
2475,82.5,west,14,2,4.8421,1,MEDIUM,0.1429
2480,82.67,west,15,3,4.2566,1,MEDIUM,0.2
2485,82.83,west,14,3,3.824,1,MEDIUM,0.2143
2490,83.0,west,13,3,4.1213,1,MEDIUM,0.2308
2495,83.17,west,15,6,3.7109,2,MEDIUM,0.4
2500,83.33,west,14,4,3.4897,1,MEDIUM,0.2857
2505,83.5,west,12,6,3.3954,2,MEDIUM,0.5
2510,83.67,west,13,7,3.7858,1,MEDIUM,0.5385
2515,83.83,west,14,8,4.9804,1,MEDIUM,0.5714
2520,84.0,west,18,9,5.6567,4,HIGH,0.5
2525,84.17,west,16,8,8.5402,2,HIGH,0.5
2530,84.33,west,16,8,7.093,0,HIGH,0.5
2535,84.5,west,16,9,6.7596,0,HIGH,0.5625
2540,84.67,west,15,9,5.764,1,MEDIUM,0.6
2545,84.83,west,14,7,5.2542,1,MEDIUM,0.5
2550,85.0,west,16,8,5.3735,2,HIGH,0.5
2555,85.17,west,18,9,5.375,2,HIGH,0.5
2560,85.33,west,15,9,4.1613,3,MEDIUM,0.6
2565,85.5,west,12,4,2.9936,3,MEDIUM,0.3333
2570,85.67,west,14,8,2.3883,2,MEDIUM,0.5714
2575,85.83,west,17,9,2.2847,3,HIGH,0.5294
2580,86.0,west,15,2,2.1116,2,MEDIUM,0.1333
2585,86.17,west,15,4,2.1597,0,MEDIUM,0.2667
2590,86.33,west,15,4,2.3065,0,MEDIUM,0.2667
2595,86.5,west,18,9,2.2876,3,HIGH,0.5
2600,86.67,west,15,8,2.3762,3,MEDIUM,0.5333
2605,86.83,west,19,10,2.6503,4,HIGH,0.5263
2610,87.0,west,13,2,2.6359,6,MEDIUM,0.1538
2615,87.17,west,20,11,3.9366,7,HIGH,0.55
2620,87.33,west,15,3,3.0767,5,MEDIUM,0.2
2625,87.5,west,17,6,2.8672,2,HIGH,0.3529
2630,87.67,west,15,3,2.7162,2,MEDIUM,0.2
2635,87.83,west,15,5,2.2178,0,MEDIUM,0.3333
2640,88.0,west,17,7,2.6222,2,HIGH,0.4118
2645,88.17,west,17,6,2.6732,0,HIGH,0.3529
2650,88.33,west,18,8,2.9632,1,HIGH,0.4444
2655,88.5,west,19,5,3.1714,1,HIGH,0.2632
2660,88.67,west,15,5,3.2003,4,MEDIUM,0.3333
2665,88.83,west,18,7,3.7068,3,HIGH,0.3889
2670,89.0,west,17,2,3.6781,1,HIGH,0.1176
2675,89.17,west,15,4,2.8848,2,MEDIUM,0.2667
2680,89.33,west,15,6,2.5214,0,MEDIUM,0.4
2685,89.5,west,18,7,3.0912,3,HIGH,0.3889
2690,89.67,west,13,5,2.6888,5,MEDIUM,0.3846
2695,89.83,west,18,6,3.7077,5,HIGH,0.3333
2700,90.0,west,16,2,3.8291,2,HIGH,0.125
2705,90.17,west,18,4,4.2763,2,HIGH,0.2222
2710,90.33,west,14,4,3.0896,4,MEDIUM,0.2857
2715,90.5,west,14,4,3.1077,0,MEDIUM,0.2857
2720,90.67,west,14,4,3.3639,0,MEDIUM,0.2857
2725,90.83,west,15,6,3.7691,1,MEDIUM,0.4
2730,91.0,west,17,6,3.731,2,HIGH,0.3529
2735,91.17,west,17,4,3.4578,0,HIGH,0.2353
2740,91.33,west,19,6,3.5265,2,HIGH,0.3158
2745,91.5,west,21,10,4.4209,2,HIGH,0.4762
2750,91.67,west,18,7,3.3559,3,HIGH,0.3889
2755,91.83,west,17,8,3.6424,1,HIGH,0.4706
2760,92.0,west,18,9,3.5747,1,HIGH,0.5
2765,92.17,west,18,4,3.4261,0,HIGH,0.2222
2770,92.33,west,15,2,2.6364,3,MEDIUM,0.1333
2775,92.5,west,15,2,2.8506,0,MEDIUM,0.1333
2780,92.67,west,18,2,3.9485,3,HIGH,0.1111
2785,92.83,west,19,6,4.6489,1,HIGH,0.3158
2790,93.0,west,15,4,4.2242,4,MEDIUM,0.2667
2795,93.17,west,18,5,4.4673,3,HIGH,0.2778
2800,93.33,west,15,5,3.6791,3,MEDIUM,0.3333
2805,93.5,west,18,11,4.2621,3,HIGH,0.6111
2810,93.67,west,17,7,4.6944,1,HIGH,0.4118
2815,93.83,west,16,5,4.4892,1,HIGH,0.3125
2820,94.0,west,14,4,4.5112,2,MEDIUM,0.2857
2825,94.17,west,16,4,5.0146,2,HIGH,0.25
2830,94.33,west,14,0,4.2952,2,MEDIUM,0.0
2835,94.5,west,16,3,4.3674,2,HIGH,0.1875
2840,94.67,west,18,5,4.4794,2,HIGH,0.2778
2845,94.83,west,14,2,3.986,4,MEDIUM,0.1429
2850,95.0,west,15,5,3.5645,1,MEDIUM,0.3333
2855,95.17,west,14,6,3.7086,1,MEDIUM,0.4286
2860,95.33,west,18,10,5.3185,4,HIGH,0.5556
2865,95.5,west,16,10,4.5942,2,HIGH,0.625
2870,95.67,west,18,9,4.6411,2,HIGH,0.5
2875,95.83,west,16,7,4.6526,2,HIGH,0.4375
2880,96.0,west,17,10,4.7409,1,HIGH,0.5882
2885,96.17,west,15,6,4.3282,2,MEDIUM,0.4
2890,96.33,west,15,6,4.9697,0,MEDIUM,0.4
2895,96.5,west,19,10,6.9059,4,HIGH,0.5263
2900,96.67,west,18,9,6.0389,1,HIGH,0.5
2905,96.83,west,16,9,4.792,2,HIGH,0.5625
2910,97.0,west,12,6,3.7851,4,MEDIUM,0.5
2915,97.17,west,15,7,5.2565,3,MEDIUM,0.4667
2920,97.33,west,12,7,3.9341,3,MEDIUM,0.5833
2925,97.5,west,10,4,2.1348,2,MEDIUM,0.4
2930,97.67,west,14,2,4.1762,4,MEDIUM,0.1429
2935,97.83,west,16,6,3.3381,2,HIGH,0.375
2940,98.0,west,16,9,3.1121,0,HIGH,0.5625
2945,98.17,west,18,10,2.7741,2,HIGH,0.5556
2950,98.33,west,15,5,2.9686,3,MEDIUM,0.3333
2955,98.5,west,19,10,3.875,4,HIGH,0.5263
2960,98.67,west,16,7,4.1709,3,HIGH,0.4375
2965,98.83,west,17,6,4.4854,1,HIGH,0.3529
2970,99.0,west,17,6,4.4976,0,HIGH,0.3529
2975,99.17,west,16,6,3.3855,1,HIGH,0.375
2980,99.33,west,16,6,2.818,0,HIGH,0.375
2985,99.5,west,17,8,2.6369,1,HIGH,0.4706
2990,99.67,west,17,8,2.4812,0,HIGH,0.4706
2995,99.83,west,18,10,2.5742,1,HIGH,0.5556
3000,100.0,west,22,13,2.7603,4,HIGH,0.5909
3005,100.17,west,18,6,2.4448,4,HIGH,0.3333
3010,100.33,west,21,10,3.6798,3,HIGH,0.4762
3015,100.5,west,19,7,3.0459,2,HIGH,0.3684
3020,100.67,west,21,7,3.3957,2,HIGH,0.3333
3025,100.83,west,20,7,3.452,1,HIGH,0.35
3030,101.0,west,20,8,3.724,0,HIGH,0.4
3035,101.17,west,23,6,4.3956,3,HIGH,0.2609
3040,101.33,west,22,8,5.1579,1,HIGH,0.3636
3045,101.5,west,20,4,4.6952,2,HIGH,0.2
3050,101.67,west,19,6,4.7435,1,HIGH,0.3158
3055,101.83,west,23,11,5.3489,4,HIGH,0.4783
3060,102.0,west,19,9,4.2864,4,HIGH,0.4737
3065,102.17,west,18,6,3.95,1,HIGH,0.3333
3070,102.33,west,22,8,5.565,4,HIGH,0.3636
3075,102.5,west,22,8,6.1669,0,HIGH,0.3636
3080,102.67,west,18,8,5.0151,4,HIGH,0.4444
3085,102.83,west,21,5,6.1483,3,HIGH,0.2381
3090,103.0,west,22,5,5.5201,1,HIGH,0.2273
3095,103.17,west,18,2,5.6337,4,HIGH,0.1111
3100,103.33,west,18,4,5.5122,0,HIGH,0.2222
3105,103.5,west,21,5,5.8488,3,HIGH,0.2381
3110,103.67,west,16,4,5.6586,5,HIGH,0.25
3115,103.83,west,17,4,6.0625,1,HIGH,0.2353
3120,104.0,west,21,9,5.4325,4,HIGH,0.4286
3125,104.17,west,20,10,6.1487,1,HIGH,0.5
3130,104.33,west,20,10,5.4171,0,HIGH,0.5
3135,104.5,west,19,9,5.6606,1,HIGH,0.4737
3140,104.67,west,17,4,4.8791,2,HIGH,0.2353
3145,104.83,west,22,9,5.5484,5,HIGH,0.4091
3150,105.0,west,20,7,5.0418,2,HIGH,0.35
3155,105.17,west,21,6,5.6856,1,HIGH,0.2857
3160,105.33,west,23,7,5.6825,2,HIGH,0.3043
3165,105.5,west,20,6,4.9148,3,HIGH,0.3
3170,105.67,west,17,7,3.9242,3,HIGH,0.4118
3175,105.83,west,16,7,4.343,1,HIGH,0.4375
3180,106.0,west,17,5,3.6657,1,HIGH,0.2941
3185,106.17,west,17,4,4.8274,0,HIGH,0.2353
3190,106.33,west,17,6,4.4015,0,HIGH,0.3529
3195,106.5,west,17,7,3.4378,0,HIGH,0.4118
3200,106.67,west,16,8,3.9994,1,HIGH,0.5
3205,106.83,west,14,4,3.2976,2,MEDIUM,0.2857
3210,107.0,west,16,6,3.7388,2,HIGH,0.375
3215,107.17,west,15,7,3.8113,1,MEDIUM,0.4667
3220,107.33,west,14,6,4.9417,1,MEDIUM,0.4286
3225,107.5,west,16,8,5.0465,2,HIGH,0.5
3230,107.67,west,15,6,4.4159,1,MEDIUM,0.4
3235,107.83,west,15,7,3.8071,0,MEDIUM,0.4667
3240,108.0,west,15,7,3.9171,0,MEDIUM,0.4667
3245,108.17,west,17,9,4.1628,2,HIGH,0.5294
3250,108.33,west,19,8,4.6989,2,HIGH,0.4211
3255,108.5,west,19,6,4.7484,0,HIGH,0.3158
3260,108.67,west,16,8,4.2309,3,HIGH,0.5
3265,108.83,west,18,7,4.1669,2,HIGH,0.3889
3270,109.0,west,17,9,3.928,1,HIGH,0.5294
3275,109.17,west,17,8,3.7359,0,HIGH,0.4706
3280,109.33,west,16,7,3.9904,1,HIGH,0.4375
3285,109.5,west,15,4,4.0892,1,MEDIUM,0.2667
3290,109.67,west,13,4,4.2635,2,MEDIUM,0.3077
3295,109.83,west,17,4,5.1088,4,HIGH,0.2353
3300,110.0,west,18,2,6.0612,1,HIGH,0.1111
3305,110.17,west,18,2,6.3392,0,HIGH,0.1111
3310,110.33,west,20,7,6.7766,2,HIGH,0.35
3315,110.5,west,17,5,5.6865,3,HIGH,0.2941
3320,110.67,west,16,7,4.3522,1,HIGH,0.4375
3325,110.83,west,15,7,3.6182,1,MEDIUM,0.4667
3330,111.0,west,19,10,4.2064,4,HIGH,0.5263
3335,111.17,west,17,8,4.3916,2,HIGH,0.4706
3340,111.33,west,15,4,4.5004,2,MEDIUM,0.2667
3345,111.5,west,18,9,5.868,3,HIGH,0.5
3350,111.67,west,14,4,5.7436,4,MEDIUM,0.2857
3355,111.83,west,14,5,4.9782,0,MEDIUM,0.3571
3360,112.0,west,14,7,4.5762,0,MEDIUM,0.5
3365,112.17,west,15,6,3.5279,1,MEDIUM,0.4
3370,112.33,west,14,6,3.7841,1,MEDIUM,0.4286
3375,112.5,west,16,9,6.0317,2,HIGH,0.5625
3380,112.67,west,14,6,4.0004,2,MEDIUM,0.4286
3385,112.83,west,15,6,2.6033,1,MEDIUM,0.4
3390,113.0,west,14,4,3.9742,1,MEDIUM,0.2857
3395,113.17,west,16,8,4.0533,2,HIGH,0.5
3400,113.33,west,20,8,4.1446,4,HIGH,0.4
3405,113.5,west,19,7,4.0348,1,HIGH,0.3684
3410,113.67,west,17,9,3.0029,2,HIGH,0.5294
3415,113.83,west,19,8,3.4867,2,HIGH,0.4211
3420,114.0,west,19,6,3.3241,0,HIGH,0.3158
3425,114.17,west,17,6,3.0442,2,HIGH,0.3529
3430,114.33,west,19,7,3.7197,2,HIGH,0.3684
3435,114.5,west,22,11,3.8637,3,HIGH,0.5
3440,114.67,west,21,13,3.6166,1,HIGH,0.619
3445,114.83,west,17,7,3.6815,4,HIGH,0.4118
3450,115.0,west,19,9,4.0003,2,HIGH,0.4737
3455,115.17,west,20,7,4.1141,1,HIGH,0.35
3460,115.33,west,17,6,3.8775,3,HIGH,0.3529
3465,115.5,west,15,3,3.4975,2,MEDIUM,0.2
3470,115.67,west,17,8,4.3189,2,HIGH,0.4706
3475,115.83,west,20,10,4.9883,3,HIGH,0.5
3480,116.0,west,20,8,4.4104,0,HIGH,0.4
3485,116.17,west,18,4,4.6005,2,HIGH,0.2222
3490,116.33,west,18,6,4.6032,0,HIGH,0.3333
3495,116.5,west,17,0,4.7965,1,HIGH,0.0
3500,116.67,west,14,0,4.9249,3,MEDIUM,0.0
3505,116.83,west,18,2,6.0261,4,HIGH,0.1111
3510,117.0,west,21,6,5.9396,3,HIGH,0.2857
3515,117.17,west,16,2,4.0704,5,HIGH,0.125
3520,117.33,west,14,6,3.3546,2,MEDIUM,0.4286
3525,117.5,west,20,9,4.5957,6,HIGH,0.45
3530,117.67,west,19,9,4.7365,1,HIGH,0.4737
3535,117.83,west,14,6,4.7407,5,MEDIUM,0.4286
3540,118.0,west,13,4,4.9434,1,MEDIUM,0.3077
3545,118.17,west,18,10,4.8154,5,HIGH,0.5556
3550,118.33,west,16,10,6.2643,2,HIGH,0.625
3555,118.5,west,16,7,6.5869,0,HIGH,0.4375
3560,118.67,west,14,8,5.1623,2,MEDIUM,0.5714
3565,118.83,west,14,8,5.4013,0,MEDIUM,0.5714
3570,119.0,west,15,10,2.6749,1,MEDIUM,0.6667
3575,119.17,west,17,8,4.2526,2,HIGH,0.4706
3580,119.33,west,14,4,3.2892,3,MEDIUM,0.2857
3585,119.5,west,16,4,3.3766,2,HIGH,0.25
3590,119.67,west,13,4,2.5645,3,MEDIUM,0.3077
3595,119.83,west,15,8,3.0579,2,MEDIUM,0.5333
3600,120.0,west,14,5,2.6678,1,MEDIUM,0.3571
3605,120.17,west,15,7,2.9017,1,MEDIUM,0.4667
3610,120.33,west,18,12,4.0011,3,HIGH,0.6667
3615,120.5,west,18,11,4.3897,0,HIGH,0.6111
3620,120.67,west,14,4,3.78,4,MEDIUM,0.2857
3625,120.83,west,18,10,4.793,4,HIGH,0.5556
3630,121.0,west,19,12,4.069,1,HIGH,0.6316
3635,121.17,west,14,10,3.2569,5,MEDIUM,0.7143
3640,121.33,west,10,6,2.4227,4,MEDIUM,0.6
3645,121.5,west,8,2,2.6912,2,MEDIUM,0.25
3650,121.67,west,10,0,2.9987,2,MEDIUM,0.0
3655,121.83,west,11,4,3.0441,1,MEDIUM,0.3636
3660,122.0,west,14,6,3.0707,3,MEDIUM,0.4286
3665,122.17,west,10,5,2.8115,4,MEDIUM,0.5
3670,122.33,west,13,5,3.6857,3,MEDIUM,0.3846
3675,122.5,west,9,2,3.6705,4,MEDIUM,0.2222
3680,122.67,west,13,3,5.2886,4,MEDIUM,0.2308
3685,122.83,west,18,11,6.3859,5,HIGH,0.6111
3690,123.0,west,19,12,7.1058,1,HIGH,0.6316
3695,123.17,west,17,10,7.5509,2,HIGH,0.5882
3700,123.33,west,13,5,6.4351,4,MEDIUM,0.3846
3705,123.5,west,17,4,6.5623,4,HIGH,0.2353
3710,123.67,west,16,7,6.285,1,HIGH,0.4375
3715,123.83,west,20,8,6.4477,4,HIGH,0.4
3720,124.0,west,18,6,5.6749,2,HIGH,0.3333
3725,124.17,west,17,6,5.1513,1,HIGH,0.3529
3730,124.33,west,16,7,4.6296,1,HIGH,0.4375
3735,124.5,west,17,9,4.1589,1,HIGH,0.5294
3740,124.67,west,15,4,2.3329,2,MEDIUM,0.2667
3745,124.83,west,16,8,1.6292,1,HIGH,0.5
3750,125.0,west,15,3,1.8409,1,MEDIUM,0.2
3755,125.17,west,18,7,2.2883,3,HIGH,0.3889
3760,125.33,west,18,7,2.4255,0,HIGH,0.3889
3765,125.5,west,16,7,2.3567,2,HIGH,0.4375
3770,125.67,west,15,8,2.3664,1,MEDIUM,0.5333
3775,125.83,west,18,9,3.1468,3,HIGH,0.5
3780,126.0,west,17,6,3.2101,1,HIGH,0.3529
3785,126.17,west,17,7,3.091,0,HIGH,0.4118
3790,126.33,west,15,4,2.5913,2,MEDIUM,0.2667
3795,126.5,west,11,2,1.9029,4,MEDIUM,0.1818
3800,126.67,west,13,4,2.6023,2,MEDIUM,0.3077
3805,126.83,west,11,6,2.0513,2,MEDIUM,0.5455
3810,127.0,west,15,7,2.8843,4,MEDIUM,0.4667
3815,127.17,west,14,7,2.1493,1,MEDIUM,0.5
3820,127.33,west,11,7,2.156,3,MEDIUM,0.6364
3825,127.5,west,12,7,3.0624,1,MEDIUM,0.5833
3830,127.67,west,13,7,3.8588,1,MEDIUM,0.5385
3835,127.83,west,16,11,4.3869,3,HIGH,0.6875
3840,128.0,west,15,5,3.7111,1,MEDIUM,0.3333
3845,128.17,west,14,7,3.8543,1,MEDIUM,0.5
3850,128.33,west,12,5,2.6138,2,MEDIUM,0.4167
3855,128.5,west,13,5,2.7522,1,MEDIUM,0.3846
3860,128.67,west,12,5,2.8311,1,MEDIUM,0.4167
3865,128.83,west,11,5,2.9035,1,MEDIUM,0.4545
3870,129.0,west,12,6,1.6031,1,MEDIUM,0.5
3875,129.17,west,11,6,1.7592,1,MEDIUM,0.5455
3880,129.33,west,13,5,2.8816,2,MEDIUM,0.3846
3885,129.5,west,12,4,2.0774,1,MEDIUM,0.3333
3890,129.67,west,16,9,2.3653,4,HIGH,0.5625
3895,129.83,west,15,8,2.5513,1,MEDIUM,0.5333
3900,130.0,west,15,6,2.3636,0,MEDIUM,0.4
3905,130.17,west,12,8,1.7676,3,MEDIUM,0.6667
3910,130.33,west,14,6,1.9899,2,MEDIUM,0.4286
3915,130.5,west,13,4,1.9147,1,MEDIUM,0.3077
3920,130.67,west,13,4,2.3701,0,MEDIUM,0.3077
3925,130.83,west,15,4,2.4728,2,MEDIUM,0.2667
3930,131.0,west,12,4,2.197,3,MEDIUM,0.3333
3935,131.17,west,14,4,2.2574,2,MEDIUM,0.2857
3940,131.33,west,14,7,2.1242,0,MEDIUM,0.5
3945,131.5,west,12,6,2.2538,2,MEDIUM,0.5
3950,131.67,west,13,8,2.5791,1,MEDIUM,0.6154
3955,131.83,west,17,13,3.4775,4,HIGH,0.7647
3960,132.0,west,14,4,2.993,3,MEDIUM,0.2857
3965,132.17,west,10,0,2.6017,4,MEDIUM,0.0
3970,132.33,west,12,2,3.0639,2,MEDIUM,0.1667
3975,132.5,west,11,0,3.5117,1,MEDIUM,0.0
3980,132.67,west,13,0,4.2381,2,MEDIUM,0.0
3985,132.83,west,15,2,2.3208,2,MEDIUM,0.1333
3990,133.0,west,15,4,2.0627,0,MEDIUM,0.2667
3995,133.17,west,14,4,1.7878,1,MEDIUM,0.2857
4000,133.33,west,14,2,1.8325,0,MEDIUM,0.1429
4005,133.5,west,14,3,2.0357,0,MEDIUM,0.2143
4010,133.67,west,13,5,2.1749,1,MEDIUM,0.3846
4015,133.83,west,13,5,2.4921,0,MEDIUM,0.3846
4020,134.0,west,14,6,2.5278,1,MEDIUM,0.4286
4025,134.17,west,13,4,2.189,1,MEDIUM,0.3077
4030,134.33,west,13,4,2.0717,0,MEDIUM,0.3077
4035,134.5,west,13,6,2.1906,0,MEDIUM,0.4615
4040,134.67,west,16,5,2.5097,3,HIGH,0.3125
4045,134.83,west,15,5,2.2135,1,MEDIUM,0.3333
4050,135.0,west,16,4,2.5096,1,HIGH,0.25
4055,135.17,west,14,2,2.6812,2,MEDIUM,0.1429
4060,135.33,west,15,2,3.3055,1,MEDIUM,0.1333
4065,135.5,west,16,2,3.6124,1,HIGH,0.125
4070,135.67,west,15,2,3.6489,1,MEDIUM,0.1333
4075,135.83,west,13,2,2.6763,2,MEDIUM,0.1538
4080,136.0,west,16,2,2.7894,3,HIGH,0.125
4085,136.17,west,12,2,2.2062,4,MEDIUM,0.1667
4090,136.33,west,13,2,2.7391,1,MEDIUM,0.1538
4095,136.5,west,13,4,2.3387,0,MEDIUM,0.3077
4100,136.67,west,15,4,3.24,2,MEDIUM,0.2667
4105,136.83,west,13,4,2.8443,2,MEDIUM,0.3077
4110,137.0,west,13,4,2.5415,0,MEDIUM,0.3077
4115,137.17,west,12,4,2.1469,1,MEDIUM,0.3333
4120,137.33,west,12,5,1.3673,0,MEDIUM,0.4167
4125,137.5,west,11,2,2.4972,1,MEDIUM,0.1818
4130,137.67,west,11,2,1.7187,0,MEDIUM,0.1818
4135,137.83,west,12,4,2.9485,1,MEDIUM,0.3333
4140,138.0,west,14,2,2.2919,2,MEDIUM,0.1429
4145,138.17,west,14,4,2.5527,0,MEDIUM,0.2857
4150,138.33,west,12,2,2.4187,2,MEDIUM,0.1667
4155,138.5,west,15,2,2.9874,3,MEDIUM,0.1333
4160,138.67,west,12,2,2.8206,3,MEDIUM,0.1667
4165,138.83,west,13,0,2.815,1,MEDIUM,0.0
4170,139.0,west,14,0,2.7876,1,MEDIUM,0.0
4175,139.17,west,13,0,2.5775,1,MEDIUM,0.0
4180,139.33,west,14,3,2.835,1,MEDIUM,0.2143
4185,139.5,west,13,4,3.2088,1,MEDIUM,0.3077
4190,139.67,west,12,2,3.2286,1,MEDIUM,0.1667
4195,139.83,west,13,3,3.0998,1,MEDIUM,0.2308
4200,140.0,west,12,3,2.5563,1,MEDIUM,0.25
4205,140.17,west,13,2,2.5482,1,MEDIUM,0.1538
4210,140.33,west,13,5,3.9168,0,MEDIUM,0.3846
4215,140.5,west,15,5,3.6738,2,MEDIUM,0.3333
4220,140.67,west,15,7,3.0662,0,MEDIUM,0.4667
4225,140.83,west,13,5,3.0537,2,MEDIUM,0.3846
4230,141.0,west,13,4,2.1337,0,MEDIUM,0.3077
4235,141.17,west,12,5,2.4126,1,MEDIUM,0.4167
4240,141.33,west,14,9,2.9928,2,MEDIUM,0.6429
4245,141.5,west,14,7,2.8691,0,MEDIUM,0.5
4250,141.67,west,12,5,2.5377,2,MEDIUM,0.4167
4255,141.83,west,11,2,2.0423,1,MEDIUM,0.1818
4260,142.0,west,13,6,2.3294,2,MEDIUM,0.4615
4265,142.17,west,13,6,2.4223,0,MEDIUM,0.4615
4270,142.33,west,14,3,2.8309,1,MEDIUM,0.2143
4275,142.5,west,14,2,3.1045,0,MEDIUM,0.1429
4280,142.67,west,16,2,3.514,2,HIGH,0.125
4285,142.83,west,16,6,3.9312,0,HIGH,0.375
4290,143.0,west,14,2,4.1296,2,MEDIUM,0.1429
4295,143.17,west,14,4,3.9684,0,MEDIUM,0.2857
4300,143.33,west,18,6,3.1899,4,HIGH,0.3333
4305,143.5,west,14,4,1.6119,4,MEDIUM,0.2857
4310,143.67,west,16,6,2.6265,2,HIGH,0.375
4315,143.83,west,12,0,2.1542,4,MEDIUM,0.0
4320,144.0,west,15,2,2.6497,3,MEDIUM,0.1333
4325,144.17,west,13,2,2.6206,2,MEDIUM,0.1538
4330,144.33,west,15,6,3.4492,2,MEDIUM,0.4
4335,144.5,west,18,6,4.9151,3,HIGH,0.3333
4340,144.67,west,16,4,4.4978,2,HIGH,0.25
4345,144.83,west,18,8,6.0395,2,HIGH,0.4444
4350,145.0,west,16,6,4.1519,2,HIGH,0.375
4355,145.17,west,15,4,4.1699,1,MEDIUM,0.2667
4360,145.33,west,15,5,3.8339,0,MEDIUM,0.3333
4365,145.5,west,15,5,3.1825,0,MEDIUM,0.3333
4370,145.67,west,17,2,3.8574,2,HIGH,0.1176
4375,145.83,west,14,4,3.4076,3,MEDIUM,0.2857
4380,146.0,west,15,5,3.9057,1,MEDIUM,0.3333
4385,146.17,west,15,3,4.4044,0,MEDIUM,0.2
4390,146.33,west,16,4,3.9499,1,HIGH,0.25
4395,146.5,west,15,4,3.1308,1,MEDIUM,0.2667
4400,146.67,west,15,2,3.2125,0,MEDIUM,0.1333
4405,146.83,west,17,8,3.3422,2,HIGH,0.4706
4410,147.0,west,16,4,3.3403,1,HIGH,0.25
4415,147.17,west,16,4,3.8541,0,HIGH,0.25
4420,147.33,west,16,3,2.9442,0,HIGH,0.1875
4425,147.5,west,15,2,3.2899,1,MEDIUM,0.1333
4430,147.67,west,16,0,3.2825,1,HIGH,0.0
4435,147.83,west,15,2,3.1533,1,MEDIUM,0.1333
4440,148.0,west,14,2,3.0867,1,MEDIUM,0.1429
4445,148.17,west,15,2,3.9755,1,MEDIUM,0.1333
4450,148.33,west,17,7,3.853,2,HIGH,0.4118
4455,148.5,west,14,2,3.5391,3,MEDIUM,0.1429
4460,148.67,west,15,5,2.1652,1,MEDIUM,0.3333
4465,148.83,west,16,6,2.401,1,HIGH,0.375
4470,149.0,west,13,4,1.8329,3,MEDIUM,0.3077
4475,149.17,west,13,5,1.8925,0,MEDIUM,0.3846
4480,149.33,west,12,6,1.9859,1,MEDIUM,0.5
4485,149.5,west,10,3,2.1937,2,MEDIUM,0.3
4490,149.67,west,10,2,2.2775,0,MEDIUM,0.2
4495,149.83,west,11,2,2.092,1,MEDIUM,0.1818
4500,150.0,west,10,4,1.6592,1,MEDIUM,0.4
4505,150.17,west,12,4,1.7163,2,MEDIUM,0.3333
4510,150.33,west,8,5,1.1795,4,MEDIUM,0.625
4515,150.5,west,9,4,1.3557,1,MEDIUM,0.4444
4520,150.67,west,9,0,1.3578,0,MEDIUM,0.0
4525,150.83,west,10,2,1.4232,1,MEDIUM,0.2
4530,151.0,west,13,4,1.8156,3,MEDIUM,0.3077
4535,151.17,west,11,6,2.1545,2,MEDIUM,0.5455
4540,151.33,west,10,4,2.1456,1,MEDIUM,0.4
4545,151.5,west,12,5,2.3468,2,MEDIUM,0.4167
4550,151.67,west,13,7,2.6659,1,MEDIUM,0.5385
4555,151.83,west,9,2,2.1992,4,MEDIUM,0.2222
4560,152.0,west,10,3,2.4991,1,MEDIUM,0.3
