frame,time_sec,lane,vehicle_count,queue_length,density,avg_speed,count_change,category
2340,77.99,east,13,4,2.0125,34.01,0,MEDIUM
2345,78.16,east,18,12,3.5816,30.28,5,HIGH
2350,78.33,east,15,10,2.0673,12.76,3,MEDIUM
2355,78.49,east,16,14,2.0614,18.92,1,HIGH
2360,78.66,east,17,7,2.171,32.79,1,HIGH
2365,78.83,east,16,6,2.4477,16.49,1,HIGH
2370,78.99,east,13,5,2.1164,21.4,3,MEDIUM
2375,79.16,east,16,7,2.6374,25.38,3,HIGH
2380,79.33,east,15,0,2.6986,24.93,1,MEDIUM
2385,79.49,east,17,8,3.2956,22.35,2,HIGH
2390,79.66,east,16,5,3.0739,22.99,1,HIGH
2395,79.83,east,14,4,3.5193,25.57,2,MEDIUM
2400,79.99,east,16,6,3.7735,37.78,2,HIGH
2405,80.16,east,16,6,5.0406,23.89,0,HIGH
2410,80.33,east,13,4,4.5313,19.03,3,MEDIUM
2415,80.49,east,12,2,3.9536,23.68,1,MEDIUM
2420,80.66,east,12,5,1.7929,34.25,0,MEDIUM
2425,80.83,east,12,5,1.785,13.78,0,MEDIUM
2430,80.99,east,14,4,2.5808,26.42,2,MEDIUM
2435,81.16,east,11,4,2.0713,27.03,3,MEDIUM
2440,81.33,east,13,4,2.888,34.55,2,MEDIUM
2445,81.49,east,14,4,3.4427,24.95,1,MEDIUM
2450,81.66,east,15,6,3.1101,17.62,1,MEDIUM
2455,81.83,east,14,2,2.8306,37.17,1,MEDIUM
2460,81.99,east,15,9,2.5556,30.13,1,MEDIUM
2465,82.16,east,14,9,2.3182,29.27,1,MEDIUM
2470,82.33,east,13,4,2.0047,11.1,1,MEDIUM
2475,82.49,east,15,9,1.9654,24.93,2,MEDIUM
2480,82.66,east,14,9,1.9236,20.73,1,MEDIUM
2485,82.83,east,14,9,1.9902,13.03,0,MEDIUM
2490,82.99,east,14,7,2.2031,27.38,0,MEDIUM
2495,83.16,east,13,6,2.1934,15.98,1,MEDIUM
2500,83.33,east,11,2,2.0436,17.73,2,MEDIUM
2505,83.49,east,12,5,1.8078,22.94,1,MEDIUM
2510,83.66,east,13,4,2.3975,19.95,1,MEDIUM
2515,83.83,east,9,2,1.5541,19.77,4,MEDIUM
2520,83.99,east,11,6,2.0083,21.96,2,MEDIUM
2525,84.16,east,14,5,2.7044,18.51,3,MEDIUM
2530,84.33,east,10,2,2.1314,40.28,4,MEDIUM
2535,84.49,east,11,2,2.2369,28.36,1,MEDIUM
2540,84.66,east,11,0,2.6032,23.89,0,MEDIUM
2545,84.83,east,13,2,2.7074,24.27,2,MEDIUM
2550,84.99,east,11,0,3.2706,41.02,2,MEDIUM
2555,85.16,east,11,2,2.2671,38.98,0,MEDIUM
2560,85.33,east,9,0,1.9927,22.35,2,MEDIUM
2565,85.49,east,13,4,3.6835,19.49,4,MEDIUM
2570,85.66,east,15,8,5.3857,30.76,2,MEDIUM
2575,85.83,east,11,3,3.8441,19.57,4,MEDIUM
2580,85.99,east,12,2,4.7781,26.1,1,MEDIUM
2585,86.16,east,13,5,3.0803,26.07,1,MEDIUM
2590,86.33,east,9,0,1.841,29.45,4,MEDIUM
2595,86.49,east,9,0,1.6785,20.72,0,MEDIUM
2600,86.66,east,11,2,2.2139,35.74,2,MEDIUM
2605,86.83,east,13,4,2.5802,28.09,2,MEDIUM
2610,86.99,east,14,2,2.8073,39.55,1,MEDIUM
2615,87.16,east,9,2,2.5422,26.64,5,MEDIUM
2620,87.33,east,7,0,2.2836,16.71,2,MEDIUM
2625,87.49,east,7,0,1.8738,23.31,0,MEDIUM
2630,87.66,east,9,2,1.726,19.58,2,MEDIUM
2635,87.83,east,8,0,1.543,29.97,1,MEDIUM
2640,87.99,east,9,2,1.8751,33.66,1,MEDIUM
2645,88.16,east,11,3,2.1337,28.25,2,MEDIUM
2650,88.33,east,11,4,1.9472,13.54,0,MEDIUM
2655,88.49,east,13,4,1.6171,29.56,2,MEDIUM
2660,88.66,east,12,2,2.7684,15.79,1,MEDIUM
2665,88.83,east,11,3,1.4876,19.87,1,MEDIUM
2670,88.99,east,10,3,1.1644,14.17,1,MEDIUM
2675,89.16,east,11,2,1.4327,11.9,1,MEDIUM
2680,89.33,east,8,0,1.2228,4.72,3,MEDIUM
2685,89.49,east,12,5,4.037,35.72,4,MEDIUM
2690,89.66,east,13,3,2.2065,39.28,1,MEDIUM
2695,89.83,east,11,0,2.0803,21.58,2,MEDIUM
2700,89.99,east,13,4,2.4741,22.25,2,MEDIUM
2705,90.16,east,14,2,2.5443,42.84,1,MEDIUM
2710,90.33,east,11,2,2.0975,29.08,3,MEDIUM
2715,90.49,east,10,0,1.9976,25.9,1,MEDIUM
2720,90.66,east,10,0,2.1522,38.45,0,MEDIUM
2725,90.83,east,18,6,3.3745,46.67,8,HIGH
2730,90.99,east,16,2,2.9741,24.21,2,HIGH
2735,91.16,east,15,4,3.0319,19.57,1,MEDIUM
2740,91.33,east,14,4,2.7405,31.89,1,MEDIUM
2745,91.49,east,15,6,3.2521,23.06,1,MEDIUM
2750,91.66,east,17,9,3.2857,22.53,2,HIGH
2755,91.83,east,17,8,3.7492,19.93,0,HIGH
2760,91.99,east,15,7,3.4674,26.26,2,MEDIUM
2765,92.16,east,17,10,3.2587,35.85,2,HIGH
2770,92.33,east,12,4,2.3589,12.81,5,MEDIUM
2775,92.49,east,16,6,2.9699,21.79,4,HIGH
2780,92.66,east,15,6,3.6498,26.03,1,MEDIUM
2785,92.83,east,14,5,2.9275,20.4,1,MEDIUM
2790,92.99,east,17,11,3.2089,22.95,3,HIGH
2795,93.16,east,16,11,3.1162,16.68,1,HIGH
2800,93.33,east,14,5,2.3339,26.01,2,MEDIUM
2805,93.49,east,13,6,2.651,15.79,1,MEDIUM
2810,93.66,east,14,4,2.7479,26.03,1,MEDIUM
2815,93.83,east,13,4,4.2196,23.31,1,MEDIUM
2820,93.99,east,17,9,3.2359,21.95,4,HIGH
2825,94.16,east,13,3,2.6529,16.65,4,MEDIUM
2830,94.33,east,13,5,2.5814,15.99,0,MEDIUM
2835,94.49,east,16,5,2.7563,35.8,3,HIGH
2840,94.66,east,14,4,2.7205,17.92,2,MEDIUM
2845,94.83,east,14,3,2.8592,20.3,0,MEDIUM
2850,94.99,east,18,8,3.175,22.94,4,HIGH
2855,95.16,east,16,4,3.2163,20.69,2,HIGH
2860,95.33,east,15,3,3.2596,17.05,1,MEDIUM
2865,95.49,east,16,4,4.173,24.88,1,HIGH
2870,95.66,east,20,10,3.8612,29.52,4,HIGH
2875,95.83,east,15,4,3.4295,22.33,5,MEDIUM
2880,95.99,east,14,2,3.5711,19.11,1,MEDIUM
2885,96.16,east,15,2,3.9393,19.77,1,MEDIUM
2890,96.33,east,16,4,3.8802,20.53,1,HIGH
2895,96.49,east,15,2,3.8574,25.56,1,MEDIUM
2900,96.66,east,15,0,5.0879,21.74,0,MEDIUM
2905,96.83,east,14,4,3.9548,14.47,1,MEDIUM
2910,96.99,east,17,4,5.7171,32.54,3,HIGH
2915,97.16,east,15,0,5.8073,16.5,2,MEDIUM
2920,97.33,east,14,2,5.652,21.43,1,MEDIUM
2925,97.49,east,14,0,4.2837,17.25,0,MEDIUM
2930,97.66,east,15,0,4.4205,25.04,1,MEDIUM
2935,97.83,east,14,0,4.1979,20.32,1,MEDIUM
2940,97.99,east,16,0,5.5482,25.78,2,HIGH
2945,98.16,east,18,4,6.3857,23.21,2,HIGH
2950,98.33,east,17,2,6.5019,27.92,1,HIGH
2955,98.49,east,14,2,3.1187,21.08,3,MEDIUM
2960,98.66,east,16,2,3.9472,28.59,2,HIGH
2965,98.83,east,14,0,3.8224,17.64,2,MEDIUM
2970,98.99,east,14,2,3.3648,28.77,0,MEDIUM
2975,99.16,east,15,2,3.1574,25.05,1,MEDIUM
2980,99.33,east,16,2,3.0133,27.96,1,HIGH
2985,99.49,east,14,4,2.7561,28.43,2,MEDIUM
2990,99.66,east,12,6,2.9342,31.31,2,MEDIUM
2995,99.83,east,12,4,3.2207,27.07,0,MEDIUM
3000,99.99,east,13,4,4.3432,24.53,1,MEDIUM
3005,100.16,east,15,6,4.1385,25.76,2,MEDIUM
3010,100.33,east,11,4,3.1022,21.2,4,MEDIUM
3015,100.49,east,8,2,1.6641,13.02,3,MEDIUM
3020,100.66,east,9,2,1.7859,18.75,1,MEDIUM
3025,100.83,east,11,4,2.0896,25.22,2,MEDIUM
3030,100.99,east,10,2,2.4022,22.54,1,MEDIUM
3035,101.16,east,12,2,3.998,20.41,2,MEDIUM
3040,101.33,east,11,0,4.2841,18.4,1,MEDIUM
3045,101.49,east,9,4,1.6141,31.45,2,MEDIUM
3050,101.66,east,9,2,2.1087,13.15,0,MEDIUM
3055,101.83,east,10,2,3.0254,11.55,1,MEDIUM
3060,101.99,east,10,2,3.1932,11.76,0,MEDIUM
3065,102.16,east,9,2,2.0424,19.09,1,MEDIUM
3070,102.33,east,9,2,2.1606,22.95,0,MEDIUM
3075,102.49,east,12,4,3.8398,15.58,3,MEDIUM
3080,102.66,east,12,4,4.0242,16.18,0,MEDIUM
3085,102.83,east,13,2,4.4553,31.49,1,MEDIUM
3090,102.99,east,12,2,3.5,21.79,1,MEDIUM
3095,103.16,east,14,2,3.6612,20.25,2,MEDIUM
3100,103.33,east,13,4,3.0148,29.5,1,MEDIUM
3105,103.49,east,12,4,3.0402,21.65,1,MEDIUM
3110,103.66,east,13,8,2.0183,26.06,1,MEDIUM
3115,103.83,east,13,8,2.0696,10.59,0,MEDIUM
3120,103.99,east,12,5,1.9658,16.99,1,MEDIUM
3125,104.16,east,12,6,2.152,24.8,0,MEDIUM
3130,104.33,east,13,2,2.6061,23.23,1,MEDIUM
3135,104.49,east,12,3,2.9746,14.74,1,MEDIUM
3140,104.66,east,12,4,3.1708,24.76,0,MEDIUM
3145,104.83,east,13,5,3.4419,24.57,1,MEDIUM
3150,104.99,east,10,2,3.4385,20.64,3,MEDIUM
3155,105.16,east,11,6,3.307,21.55,1,MEDIUM
3160,105.33,east,11,3,4.2006,24.72,0,MEDIUM
3165,105.49,east,13,6,4.8563,27.27,2,MEDIUM
3170,105.66,east,14,6,6.549,26.64,1,MEDIUM
3175,105.83,east,17,7,7.5168,28.97,3,HIGH
3180,105.99,east,15,7,4.4544,24.73,2,MEDIUM
3185,106.16,east,12,4,4.0205,18.81,3,MEDIUM
3190,106.33,east,10,6,3.1855,17.28,2,MEDIUM
3195,106.49,east,10,4,2.4572,31.95,0,MEDIUM
3200,106.66,east,12,6,4.9709,36.55,2,MEDIUM
3205,106.83,east,16,10,5.7274,26.15,4,HIGH
3210,106.99,east,10,5,3.0867,12.65,6,MEDIUM
3215,107.16,east,13,6,6.2579,25.14,3,MEDIUM
3220,107.33,east,14,7,4.1702,28.71,1,MEDIUM
3225,107.49,east,13,5,5.1967,15.01,1,MEDIUM
3230,107.66,east,12,3,4.3095,13.15,1,MEDIUM
3235,107.83,east,13,5,4.2611,36.64,1,MEDIUM
3240,107.99,east,12,2,2.2083,23.92,1,MEDIUM
3245,108.16,east,11,0,2.2535,19.92,1,MEDIUM
3250,108.33,east,12,0,3.5286,15.98,1,MEDIUM
3255,108.49,east,15,4,4.0564,27.62,3,MEDIUM
3260,108.66,east,13,4,4.1527,19.2,2,MEDIUM
3265,108.83,east,14,4,4.2398,15.73,1,MEDIUM
3270,108.99,east,13,2,4.6139,20.33,1,MEDIUM
3275,109.16,east,15,4,5.0732,26.36,2,MEDIUM
3280,109.33,east,13,2,4.802,25.25,2,MEDIUM
3285,109.49,east,16,7,4.9881,31.26,3,HIGH
3290,109.66,east,12,3,3.3365,27.85,4,MEDIUM
3295,109.83,east,13,4,3.9536,22.79,1,MEDIUM
3300,109.99,east,10,0,2.7318,18.64,3,MEDIUM
3305,110.16,east,14,3,3.3911,23.32,4,MEDIUM
3310,110.33,east,12,5,3.4284,31.21,2,MEDIUM
3315,110.49,east,9,5,2.7795,23.57,3,MEDIUM
3320,110.66,east,13,5,2.6784,45.97,4,MEDIUM
3325,110.83,east,12,4,2.9164,31.52,1,MEDIUM
3330,110.99,east,14,8,3.0646,27.38,2,MEDIUM
3335,111.16,east,10,2,3.0309,18.75,4,MEDIUM
3340,111.33,east,11,0,4.6965,21.71,1,MEDIUM
3345,111.49,east,13,2,5.1301,24.09,2,MEDIUM
3350,111.66,east,12,2,5.4237,28.19,1,MEDIUM
3355,111.83,east,11,0,4.5956,26.4,1,MEDIUM
3360,111.99,east,12,0,5.246,37.54,1,MEDIUM
3365,112.16,east,11,0,3.9446,26.63,1,MEDIUM
3370,112.33,east,14,6,4.3616,38.81,3,MEDIUM
3375,112.49,east,13,5,3.0131,25.18,1,MEDIUM
3380,112.66,east,11,2,2.9053,19.07,2,MEDIUM
3385,112.83,east,15,6,3.3893,29.91,4,MEDIUM
3390,112.99,east,9,4,2.4085,21.19,6,MEDIUM
3395,113.16,east,14,4,2.6061,21.33,5,MEDIUM
3400,113.33,east,12,2,2.4547,11.89,2,MEDIUM
3405,113.49,east,12,2,2.8671,31.95,0,MEDIUM
3410,113.66,east,14,2,3.6126,27.13,2,MEDIUM
3415,113.83,east,17,7,4.2055,35.64,3,HIGH
3420,113.99,east,14,2,3.8875,16.94,3,MEDIUM
3425,114.16,east,14,6,3.5096,32.55,0,MEDIUM
3430,114.33,east,12,2,2.9184,20.92,2,MEDIUM
3435,114.49,east,13,5,3.3787,24.36,1,MEDIUM
3440,114.66,east,12,5,3.5158,16.52,1,MEDIUM
3445,114.83,east,12,5,3.136,24.87,0,MEDIUM
3450,114.99,east,13,6,2.5791,16.08,1,MEDIUM
3455,115.16,east,10,5,1.2934,24.47,3,MEDIUM
3460,115.33,east,9,3,1.2483,10.48,1,MEDIUM
3465,115.49,east,13,4,2.0758,23.92,4,MEDIUM
3470,115.66,east,13,3,3.1669,28.18,0,MEDIUM
3475,115.83,east,14,3,3.0787,31.84,1,MEDIUM
3480,115.99,east,13,2,2.6428,25.13,1,MEDIUM
3485,116.16,east,14,5,3.3017,30.49,1,MEDIUM
3490,116.33,east,13,4,3.8719,32.76,1,MEDIUM
3495,116.49,east,14,2,3.8489,24.83,1,MEDIUM
3500,116.66,east,15,4,3.4168,35.29,1,MEDIUM
3505,116.83,east,12,2,2.0639,22,3,MEDIUM
3510,116.99,east,11,2,1.9948,19.12,1,MEDIUM
3515,117.16,east,14,4,2.43,11.76,3,MEDIUM
3520,117.33,east,14,9,2.5919,29.22,0,MEDIUM
3525,117.49,east,12,6,2.5545,19.91,2,MEDIUM
3530,117.66,east,11,6,2.1135,14.52,1,MEDIUM
3535,117.83,east,11,6,1.1816,15.67,0,MEDIUM
3540,117.99,east,13,7,1.4421,34.6,2,MEDIUM
3545,118.16,east,13,7,1.8051,28.57,0,MEDIUM
3550,118.33,east,13,2,1.8314,13.39,0,MEDIUM
3555,118.49,east,14,2,1.9449,19.3,1,MEDIUM
3560,118.66,east,15,3,1.8387,26.54,1,MEDIUM
3565,118.83,east,11,5,1.7532,27.78,4,MEDIUM
3570,118.99,east,10,3,1.5146,21.84,1,MEDIUM
3575,119.16,east,11,5,1.7292,43.83,1,MEDIUM
3580,119.33,east,17,6,2.6889,27.63,6,HIGH
3585,119.49,east,10,2,2.2894,20.35,7,MEDIUM
3590,119.66,east,11,2,2.5193,16.85,1,MEDIUM
3595,119.83,east,14,5,3.1261,33.82,3,MEDIUM
3600,119.99,east,12,2,2.8983,21.06,2,MEDIUM
3605,120.16,east,14,4,2.7248,23.43,2,MEDIUM
3610,120.33,east,14,5,2.2676,25.7,0,MEDIUM
3615,120.49,east,15,4,2.5975,32.11,1,MEDIUM
3620,120.66,east,13,2,2.0349,26.02,2,MEDIUM
3625,120.83,east,14,4,3.5859,26.99,1,MEDIUM
3630,120.99,east,11,2,2.7355,24.44,3,MEDIUM
3635,121.16,east,16,7,4.7949,38.51,5,HIGH
3640,121.33,east,17,6,3.8116,14.64,1,HIGH
3645,121.49,east,14,6,1.8918,22.76,3,MEDIUM
3650,121.66,east,14,8,2.1166,17.45,0,MEDIUM
3655,121.83,east,16,10,2.1791,16.89,2,HIGH
3660,121.99,east,14,6,2.5662,20.35,2,MEDIUM
3665,122.16,east,15,8,3.0866,11.52,1,MEDIUM
3670,122.33,east,15,7,3.553,25.53,0,MEDIUM
3675,122.49,east,13,7,3.4924,16.65,2,MEDIUM
3680,122.66,east,12,6,3.5967,15.35,1,MEDIUM
3685,122.83,east,11,2,3.9618,15.18,1,MEDIUM
3690,122.99,east,10,4,3.9813,24.15,1,MEDIUM
3695,123.16,east,10,3,3.6858,18.08,0,MEDIUM
3700,123.33,east,8,2,3.0559,17.47,2,MEDIUM
3705,123.49,east,8,3,1.6729,15.04,0,MEDIUM
3710,123.66,east,12,7,2.9712,21.68,4,MEDIUM
3715,123.83,east,14,8,3.6545,14.84,2,MEDIUM
3720,123.99,east,10,5,2.7513,16.79,4,MEDIUM
3725,124.16,east,11,4,3.9637,12.41,1,MEDIUM
3730,124.32,east,9,4,1.6484,22.11,2,MEDIUM
3735,124.49,east,10,2,1.7839,16.49,1,MEDIUM
3740,124.66,east,17,7,2.7704,32.98,7,HIGH
3745,124.82,east,14,4,2.5463,17.46,3,MEDIUM
3750,124.99,east,14,2,2.4715,23.25,0,MEDIUM
3755,125.16,east,15,4,2.4944,21.36,1,MEDIUM
3760,125.32,east,14,2,2.1505,12.13,1,MEDIUM
3765,125.49,east,15,2,2.6441,36.78,1,MEDIUM
3770,125.66,east,17,5,2.8034,21.75,2,HIGH
3775,125.82,east,17,7,3.2539,15.64,0,HIGH
3780,125.99,east,19,9,3.4794,22.7,2,HIGH
3785,126.16,east,18,7,3.516,24.23,1,HIGH
3790,126.32,east,16,7,3.2944,20.48,2,HIGH
3795,126.49,east,18,7,3.8271,27.82,2,HIGH
3800,126.66,east,21,11,4.2593,21.66,3,HIGH
3805,126.82,east,19,9,4.1197,33.34,2,HIGH
3810,126.99,east,19,11,3.353,24.12,0,HIGH
3815,127.16,east,17,8,3.1278,25.26,2,HIGH
3820,127.32,east,16,7,2.9714,17.51,1,HIGH
3825,127.49,east,17,9,3.294,27.98,1,HIGH
3830,127.66,east,16,8,3.5151,21.61,1,HIGH
3835,127.82,east,16,10,3.6374,24.58,0,HIGH
3840,127.99,east,14,9,3.0198,15.05,2,MEDIUM
3845,128.16,east,16,7,3.4873,25.26,2,HIGH
3850,128.32,east,15,6,3.209,20.81,1,MEDIUM
3855,128.49,east,16,7,4.586,19.68,1,HIGH
3860,128.66,east,16,8,4.8226,28.93,0,HIGH
3865,128.82,east,17,6,4.7065,22.81,1,HIGH
